ReturnID,TransactionID,ReturnDate,StoreID,ProductID,ReturnQty,ReturnAmount,Reason
R0026202,T0026202,11-01-2025,S001,P0166,1,45.88,Expired
R0026247,T0026247,05-02-2024,S024,P0033,2,3.7,Damaged
R0026272,T0026272,13-06-2025,S002,P0033,2,2.89,Not as Described
R0026283,T0026283,03-01-2024,S028,P0038,2,15.8,Expired
R0026287,T0026287,03-07-2025,S030,P0015,1,8.73,Damaged
R0026357,T0026357,03-09-2025,S006,P0004,1,8.05,Wrong Item
R0026393,T0026393,15-04-2025,S005,P0048,1,7.74,Wrong Item
R0026425,T0026425,02-07-2025,S016,P0087,1,3.6,Not as Described
R0026497,T0026497,31-10-2024,S021,P0024,1,11.73,Damaged
R0026527,T0026527,17-12-2024,S021,P0161,1,22,Changed Mind
R0026564,T0026564,16-03-2024,S016,P0120,1,1.72,Not as Described
R0026574,T0026574,07-02-2024,S012,P0056,1,3.6,Wrong Item
R0026581,T0026581,07-07-2025,S013,P0079,2,10.73,Expired
R0026708,T0026708,15-11-2024,S020,P0100,1,5.43,Changed Mind
R0026714,T0026714,21-07-2024,S010,P0146,2,3.8,Expired
R0026722,T0026722,05-10-2025,S020,P0097,2,3.36,Damaged
R0026737,T0026737,08-12-2024,S004,P0041,2,4.52,Wrong Item
R0026753,T0026753,07-08-2025,S006,P0025,1,7.44,Changed Mind
R0026760,T0026760,06-01-2025,S003,P0172,1,38.48,Changed Mind
R0026793,T0026793,03-08-2024,S011,P0010,2,4.24,Changed Mind
R0026822,T0026822,06-08-2025,S030,P0020,1,4.76,Damaged
R0026900,T0026900,10-04-2024,S027,P0108,1,5.25,Damaged
R0026908,T0026908,20-02-2025,S022,P0111,2,9.62,Expired
R0026950,T0026950,03-01-2024,S008,P0157,1,29.4,Expired
R0027005,T0027005,28-04-2024,S028,P0132,1,3.5,Not as Described
R0027025,T0027025,22-03-2025,S001,P0039,1,2.19,Not as Described
R0027082,T0027082,02-07-2025,S010,P0112,1,6.77,Not as Described
R0027203,T0027203,27-09-2024,S010,P0056,2,6.26,Damaged
R0027234,T0027234,20-07-2025,S022,P0026,1,8.37,Expired
R0027282,T0027282,05-04-2024,S020,P0138,2,2.04,Damaged
R0027289,T0027289,12-07-2025,S009,P0179,1,35.86,Wrong Item
R0027311,T0027311,06-09-2025,S011,P0055,2,10.29,Damaged
R0027512,T0027512,16-10-2024,S006,P0155,2,53.88,Not as Described
R0027520,T0027520,21-04-2024,S009,P0075,1,5.42,Wrong Item
R0027570,T0027570,07-08-2025,S027,P0077,1,1.29,Expired
R0027678,T0027678,02-12-2024,S001,P0140,2,3.48,Not as Described
R0027730,T0027730,16-08-2025,S025,P0120,1,1.72,Expired
R0027798,T0027798,01-07-2025,S022,P0174,1,28.98,Expired
R0027843,T0027843,05-02-2024,S030,P0016,2,7.62,Expired
R0027879,T0027879,26-04-2025,S025,P0016,2,7.62,Not as Described
R0027964,T0027964,02-01-2024,S026,P0052,2,12.5,Wrong Item
R0027990,T0027990,27-07-2025,S003,P0112,2,13.54,Not as Described
R0028025,T0028025,06-04-2025,S010,P0087,1,3.6,Changed Mind
R0028067,T0028067,31-05-2025,S010,P0160,1,32.57,Not as Described
R0028120,T0028120,14-09-2024,S011,P0132,1,4.03,Not as Described
R0028166,T0028166,06-04-2024,S008,P0053,2,3.9,Not as Described
R0028169,T0028169,13-06-2025,S021,P0011,1,3.89,Changed Mind
R0028173,T0028173,26-11-2024,S011,P0053,1,1.58,Changed Mind
R0028229,T0028229,31-03-2024,S017,P0146,2,3.8,Changed Mind
R0028239,T0028239,11-01-2025,S005,P0104,2,2.22,Damaged
R0028258,T0028258,16-04-2025,S014,P0020,1,4.14,Wrong Item
R0028346,T0028346,21-06-2025,S027,P0066,1,6.74,Expired
R0028395,T0028395,16-04-2024,S030,P0160,2,65.14,Wrong Item
R0028404,T0028404,20-05-2025,S017,P0001,1,7.44,Changed Mind
R0028425,T0028425,18-11-2024,S010,P0029,2,17.7,Expired
R0028433,T0028433,28-02-2025,S014,P0079,1,6.62,Changed Mind
R0028526,T0028526,05-09-2025,S015,P0015,2,17.46,Damaged
R0028532,T0028532,06-10-2024,S014,P0039,1,2.19,Expired
R0028540,T0028540,29-02-2024,S002,P0104,1,1.11,Changed Mind
R0028623,T0028623,22-10-2024,S017,P0155,1,23.98,Not as Described
R0028658,T0028658,12-01-2024,S016,P0092,1,7.4,Damaged
R0028755,T0028755,26-08-2025,S028,P0029,1,8.85,Not as Described
R0028769,T0028769,29-07-2024,S016,P0112,2,13.54,Expired
R0028798,T0028798,13-12-2024,S023,P0157,1,25.28,Expired
R0028813,T0028813,03-12-2024,S005,P0163,1,33.22,Expired
R0028827,T0028827,28-10-2024,S014,P0116,2,2.22,Changed Mind
R0028878,T0028878,19-09-2024,S029,P0163,1,26.36,Damaged
R0028954,T0028954,17-08-2024,S029,P0056,1,3.13,Wrong Item
R0028987,T0028987,14-01-2025,S007,P0054,2,4.36,Wrong Item
R0029025,T0029025,20-04-2025,S018,P0012,2,6.82,Not as Described
R0029056,T0029056,01-03-2024,S011,P0012,2,8.86,Damaged
R0029068,T0029068,05-04-2025,S009,P0004,1,10.06,Not as Described
R0029095,T0029095,13-10-2024,S027,P0081,1,5.6,Expired
R0029101,T0029101,02-05-2025,S009,P0176,1,46.51,Changed Mind
R0029154,T0029154,29-08-2024,S017,P0085,1,5.24,Damaged
R0029220,T0029220,22-01-2024,S005,P0147,2,9.41,Expired
R0029264,T0029264,20-08-2024,S001,P0032,1,2.48,Wrong Item
R0029322,T0029322,03-03-2025,S003,P0019,2,13.52,Changed Mind
R0029353,T0029353,10-12-2024,S015,P0121,2,15.66,Wrong Item
R0029442,T0029442,04-02-2024,S005,P0148,1,3.33,Wrong Item
R0029525,T0029525,17-03-2025,S009,P0163,1,36.11,Wrong Item
R0029568,T0029568,12-11-2024,S010,P0090,1,7.59,Not as Described
R0029593,T0029593,28-01-2024,S004,P0019,2,13.52,Not as Described
R0029627,T0029627,14-01-2024,S008,P0065,1,3.15,Wrong Item
R0029661,T0029661,30-09-2024,S017,P0004,2,23.68,Not as Described
R0029716,T0029716,16-09-2025,S022,P0102,1,3.56,Wrong Item
R0029720,T0029720,24-04-2024,S022,P0060,1,4.91,Wrong Item
R0029728,T0029728,02-08-2025,S029,P0085,1,5.24,Damaged
R0029750,T0029750,09-11-2024,S020,P0019,1,6.76,Damaged
R0029771,T0029771,12-09-2025,S003,P0008,1,8.37,Not as Described
R0029887,T0029887,02-02-2025,S003,P0137,1,1.76,Damaged
R0029927,T0029927,09-04-2024,S014,P0041,2,3.66,Wrong Item
R0029936,T0029936,17-04-2024,S023,P0076,1,6.12,Changed Mind
R0029981,T0029981,20-02-2024,S008,P0115,1,3.44,Not as Described
R0029983,T0029983,15-12-2024,S007,P0018,2,7.97,Wrong Item
R0030127,T0030127,24-03-2024,S020,P0078,2,9.06,Changed Mind
R0030148,T0030148,13-06-2025,S001,P0091,1,5.91,Changed Mind
R0030172,T0030172,11-07-2024,S006,P0127,1,2.36,Changed Mind
R0030187,T0030187,19-03-2025,S020,P0115,1,3.78,Changed Mind
R0030203,T0030203,06-03-2025,S010,P0134,1,5.14,Damaged
R0030210,T0030210,09-02-2025,S024,P0168,1,44.06,Damaged
R0030212,T0030212,31-10-2025,S019,P0163,1,36.11,Expired
R0030218,T0030218,02-03-2025,S010,P0152,1,42.93,Wrong Item
R0030227,T0030227,04-12-2024,S014,P0078,1,4.53,Not as Described
R0030328,T0030328,31-05-2025,S012,P0079,2,13.24,Not as Described
R0030335,T0030335,19-12-2024,S026,P0131,1,3.23,Damaged
R0030389,T0030389,04-04-2025,S001,P0036,1,3.3,Changed Mind
R0030500,T0030500,17-04-2025,S024,P0064,2,13.66,Not as Described
R0030513,T0030513,17-10-2024,S009,P0147,1,5.41,Changed Mind
R0030531,T0030531,30-05-2025,S025,P0115,1,3.78,Expired
R0030541,T0030541,26-11-2024,S024,P0128,1,1.84,Expired
R0030547,T0030547,27-02-2024,S011,P0162,1,42.91,Expired
R0030568,T0030568,27-09-2025,S007,P0142,2,4.28,Damaged
R0030573,T0030573,01-02-2024,S016,P0151,1,55.81,Changed Mind
R0030670,T0030670,03-10-2025,S001,P0031,2,8.74,Expired
R0030689,T0030689,06-02-2025,S025,P0112,1,6.77,Wrong Item
R0030729,T0030729,09-08-2024,S019,P0018,1,5.78,Damaged
R0030741,T0030741,26-03-2024,S004,P0122,1,3.68,Wrong Item
R0030753,T0030753,30-01-2024,S003,P0146,2,3.38,Wrong Item
R0030805,T0030805,13-02-2025,S009,P0051,1,6.76,Expired
R0030808,T0030808,21-04-2025,S026,P0004,1,11.84,Expired
R0030838,T0030838,08-05-2025,S016,P0140,2,3.48,Wrong Item
R0030844,T0030844,14-01-2024,S026,P0021,1,2.02,Not as Described
R0030862,T0030862,11-11-2024,S006,P0080,2,12.36,Not as Described
R0030863,T0030863,10-01-2025,S003,P0089,1,4.42,Wrong Item
R0030876,T0030876,28-02-2024,S028,P0021,1,2.02,Changed Mind
R0030887,T0030887,20-07-2024,S011,P0006,2,10.86,Expired
R0030901,T0030901,07-11-2024,S024,P0070,1,1.04,Changed Mind
R0030941,T0030941,11-06-2025,S007,P0002,2,21.14,Changed Mind
R0030976,T0030976,05-07-2024,S013,P0005,1,8.05,Changed Mind
R0031053,T0031053,16-06-2025,S024,P0080,1,6.18,Wrong Item
R0031076,T0031076,14-04-2024,S003,P0098,1,3.84,Expired
R0031161,T0031161,06-10-2024,S003,P0009,2,15.25,Damaged
R0031165,T0031165,10-01-2024,S024,P0104,1,0.89,Not as Described
R0031173,T0031173,21-09-2024,S022,P0090,1,7.59,Wrong Item
R0031228,T0031228,01-04-2024,S014,P0077,1,1.61,Changed Mind
R0031261,T0031261,15-09-2025,S012,P0042,1,3.84,Changed Mind
R0031277,T0031277,15-12-2024,S022,P0033,2,3.7,Not as Described
R0031288,T0031288,18-08-2024,S022,P0049,2,15.14,Expired
R0031300,T0031300,28-08-2024,S023,P0103,1,6.66,Expired
R0031338,T0031338,23-05-2024,S005,P0086,2,12.82,Wrong Item
R0031354,T0031354,27-05-2025,S028,P0024,2,20.88,Damaged
R0031356,T0031356,02-04-2025,S025,P0141,1,2.78,Damaged
R0031395,T0031395,16-05-2024,S006,P0007,1,2.45,Damaged
R0031406,T0031406,22-03-2025,S024,P0152,1,45.46,Not as Described
R0031417,T0031417,14-10-2024,S022,P0103,1,6.9,Wrong Item
R0031472,T0031472,11-11-2024,S007,P0071,2,8.6,Damaged
R0031503,T0031503,15-07-2025,S026,P0167,1,54.3,Not as Described
R0031513,T0031513,02-12-2024,S008,P0063,1,4.59,Damaged
R0031516,T0031516,22-05-2024,S024,P0043,2,4.84,Expired
R0031534,T0031534,27-10-2024,S018,P0139,2,5.64,Not as Described
R0031542,T0031542,03-06-2025,S021,P0060,2,9.33,Not as Described
R0031567,T0031567,03-08-2024,S023,P0022,2,14.24,Wrong Item
R0031578,T0031578,23-01-2024,S004,P0132,2,8.76,Expired
R0031679,T0031679,24-01-2024,S002,P0147,1,4.76,Wrong Item
R0031681,T0031681,27-10-2025,S005,P0001,2,14.88,Wrong Item
R0031693,T0031693,27-04-2024,S020,P0021,2,4.04,Wrong Item
R0031729,T0031729,17-04-2025,S003,P0029,1,8.85,Damaged
R0031742,T0031742,15-04-2024,S022,P0095,2,7.48,Changed Mind
R0031852,T0031852,23-09-2024,S026,P0163,2,72.22,Damaged
R0031858,T0031858,11-09-2024,S011,P0024,1,11.73,Expired
R0031889,T0031889,03-01-2024,S025,P0054,2,4.36,Wrong Item
R0031890,T0031890,19-01-2024,S022,P0140,1,1.74,Not as Described
R0032008,T0032008,27-02-2025,S030,P0138,2,2.68,Wrong Item
R0032040,T0032040,22-04-2024,S005,P0024,1,11.73,Damaged
R0032064,T0032064,07-01-2025,S030,P0165,1,46.17,Not as Described
R0032083,T0032083,06-08-2025,S023,P0165,2,86.8,Expired
R0032084,T0032084,18-06-2024,S005,P0019,1,5.88,Wrong Item
R0032157,T0032157,26-02-2025,S014,P0155,1,26.94,Not as Described
R0032264,T0032264,20-12-2024,S026,P0134,2,10.28,Not as Described
R0032284,T0032284,02-12-2024,S015,P0150,1,3.73,Damaged
R0032328,T0032328,05-03-2024,S028,P0079,1,5.7,Wrong Item
R0032365,T0032365,24-04-2025,S001,P0180,1,39.42,Damaged
R0032385,T0032385,18-03-2025,S028,P0089,1,4.42,Changed Mind
R0032428,T0032428,11-04-2024,S014,P0110,1,5.68,Damaged
R0032457,T0032457,08-08-2024,S005,P0109,1,3.28,Damaged
R0032462,T0032462,09-01-2025,S023,P0091,1,6.04,Not as Described
R0032515,T0032515,20-04-2024,S019,P0119,2,12.06,Wrong Item
R0032623,T0032623,05-09-2025,S024,P0158,1,13.08,Expired
R0032685,T0032685,20-07-2025,S014,P0139,2,5.64,Expired
R0032700,T0032700,05-03-2025,S027,P0047,1,1.33,Expired
R0032741,T0032741,25-05-2025,S009,P0039,1,1.75,Changed Mind
R0032781,T0032781,27-01-2024,S028,P0172,2,74.65,Expired
R0032813,T0032813,22-05-2024,S027,P0143,1,1,Wrong Item
R0032830,T0032830,13-01-2024,S013,P0046,2,3.48,Expired
R0032913,T0032913,15-02-2024,S030,P0042,1,3.84,Changed Mind
R0032961,T0032961,13-06-2025,S013,P0155,2,53.88,Expired
R0033026,T0033026,05-06-2024,S022,P0002,2,21.14,Changed Mind
R0033029,T0033029,13-04-2024,S008,P0105,1,3.96,Expired
R0033033,T0033033,12-08-2025,S015,P0067,1,3.21,Not as Described
R0033051,T0033051,08-02-2025,S029,P0076,1,6.65,Expired
R0033074,T0033074,21-11-2024,S022,P0178,1,45.86,Wrong Item
R0033077,T0033077,13-06-2025,S025,P0130,2,6.91,Not as Described
R0033078,T0033078,19-10-2025,S010,P0025,1,8.09,Damaged
R0033196,T0033196,08-08-2024,S030,P0078,2,9.06,Changed Mind
R0033251,T0033251,15-04-2024,S020,P0150,1,3.73,Not as Described
R0033257,T0033257,20-12-2024,S015,P0069,1,2.93,Damaged
R0033260,T0033260,07-08-2025,S015,P0065,2,6.7,Changed Mind
R0033308,T0033308,01-02-2025,S019,P0094,1,3.28,Wrong Item
R0033318,T0033318,15-09-2025,S025,P0029,2,17.7,Expired
R0033354,T0033354,09-09-2025,S026,P0004,2,20.36,Not as Described
R0033366,T0033366,25-09-2025,S027,P0160,1,32.57,Not as Described
R0033367,T0033367,07-04-2025,S021,P0070,1,0.84,Not as Described
R0033414,T0033414,12-02-2025,S013,P0075,2,12.76,Not as Described
R0033442,T0033442,13-09-2024,S024,P0139,2,5.64,Changed Mind
R0033450,T0033450,23-09-2024,S004,P0087,1,3.6,Wrong Item
R0033458,T0033458,12-06-2024,S020,P0143,1,0.86,Expired
R0033483,T0033483,24-01-2024,S006,P0165,1,46.17,Damaged
R0033484,T0033484,08-03-2025,S026,P0094,1,3.28,Damaged
R0033486,T0033486,10-01-2025,S024,P0009,2,14.53,Changed Mind
R0033493,T0033493,10-08-2025,S016,P0064,1,6.83,Expired
R0033499,T0033499,21-02-2025,S009,P0034,1,3.08,Not as Described
R0033507,T0033507,21-04-2024,S010,P0180,2,96.14,Expired
R0033575,T0033575,23-06-2024,S009,P0137,2,4.18,Not as Described
R0033709,T0033709,08-05-2024,S004,P0111,1,4.81,Changed Mind
R0033724,T0033724,23-08-2025,S022,P0158,1,13.85,Changed Mind
R0033797,T0033797,02-03-2024,S026,P0142,1,2.14,Damaged
R0033800,T0033800,03-01-2025,S013,P0159,1,51.15,Changed Mind
R0033834,T0033834,29-02-2024,S008,P0149,1,5.59,Not as Described
R0033842,T0033842,12-11-2024,S027,P0113,1,4.02,Changed Mind
R0033933,T0033933,23-06-2024,S030,P0061,2,3.54,Not as Described
R0033935,T0033935,12-02-2024,S017,P0053,2,3.9,Damaged
R0034003,T0034003,24-05-2025,S001,P0089,1,4.42,Wrong Item
R0034014,T0034014,19-07-2025,S003,P0124,2,14.34,Damaged
R0034071,T0034071,12-07-2024,S029,P0040,1,3.29,Changed Mind
R0034079,T0034079,06-04-2025,S022,P0036,1,3.3,Not as Described
R0034160,T0034160,23-08-2024,S015,P0148,1,3.33,Damaged
R0034240,T0034240,14-07-2025,S029,P0151,1,55.81,Changed Mind
R0034248,T0034248,26-04-2024,S025,P0122,2,7.36,Expired
R0034255,T0034255,11-05-2025,S016,P0036,1,2.94,Wrong Item
R0034266,T0034266,19-07-2025,S023,P0148,2,6.66,Wrong Item
R0034288,T0034288,22-05-2025,S012,P0152,1,50.51,Changed Mind
R0034330,T0034330,12-06-2024,S005,P0135,2,9.43,Expired
R0034338,T0034338,01-02-2025,S015,P0011,1,4.42,Expired
R0034354,T0034354,14-02-2025,S017,P0129,1,4.05,Not as Described
R0034369,T0034369,24-09-2024,S013,P0008,1,8.37,Changed Mind
R0034452,T0034452,17-10-2024,S003,P0015,1,7.86,Wrong Item
R0034464,T0034464,09-05-2024,S022,P0094,2,5.45,Wrong Item
R0034565,T0034565,08-04-2024,S015,P0163,1,29.97,Not as Described
R0034596,T0034596,23-07-2025,S028,P0086,1,6.41,Damaged
R0034692,T0034692,23-06-2025,S002,P0022,1,7.12,Wrong Item
R0034707,T0034707,15-06-2024,S029,P0083,2,11.75,Wrong Item
R0034817,T0034817,02-08-2025,S018,P0056,2,7.2,Changed Mind
R0034832,T0034832,30-03-2024,S025,P0016,2,6.02,Not as Described
R0034836,T0034836,17-02-2025,S021,P0105,2,7.92,Wrong Item
R0034894,T0034894,07-07-2025,S025,P0162,2,78.1,Expired
R0034900,T0034900,26-07-2024,S002,P0107,2,2.58,Expired
R0034919,T0034919,21-07-2024,S006,P0034,2,6.34,Expired
R0034943,T0034943,27-03-2025,S014,P0042,1,3.84,Changed Mind
R0034967,T0034967,18-01-2025,S001,P0068,2,12.16,Not as Described
R0035068,T0035068,20-01-2025,S026,P0015,1,7.16,Changed Mind
R0035086,T0035086,09-08-2025,S006,P0143,1,0.77,Damaged
R0035194,T0035194,04-06-2024,S027,P0104,1,1.11,Not as Described
R0035247,T0035247,19-01-2025,S023,P0081,1,4.48,Damaged
R0035303,T0035303,10-09-2025,S010,P0116,2,2.22,Wrong Item
R0035332,T0035332,06-07-2024,S023,P0166,1,36.7,Wrong Item
R0035364,T0035364,24-08-2025,S023,P0056,2,6.55,Not as Described
R0035463,T0035463,23-05-2025,S030,P0042,2,6.45,Changed Mind
R0035511,T0035511,27-05-2024,S029,P0083,1,7.73,Expired
R0035540,T0035540,18-04-2024,S014,P0036,1,2.57,Wrong Item
R0035563,T0035563,26-11-2024,S023,P0061,1,1.77,Wrong Item
R0035617,T0035617,26-04-2024,S026,P0156,1,23.24,Changed Mind
R0035657,T0035657,19-03-2024,S003,P0141,1,2.78,Expired
R0035661,T0035661,22-06-2024,S001,P0091,2,14.06,Wrong Item
R0035696,T0035696,12-12-2024,S012,P0084,1,7.16,Expired
R0035715,T0035715,01-07-2025,S023,P0032,2,5.17,Wrong Item
R0035737,T0035737,20-02-2024,S024,P0033,2,3.7,Expired
R0035752,T0035752,24-01-2025,S011,P0051,1,6.76,Not as Described
R0035778,T0035778,31-07-2024,S004,P0109,1,3.82,Not as Described
R0035783,T0035783,28-09-2025,S010,P0015,1,8.73,Damaged
R0035799,T0035799,17-02-2025,S007,P0039,2,4.38,Damaged
R0035848,T0035848,18-02-2025,S021,P0008,2,16.74,Expired
R0035955,T0035955,30-05-2024,S020,P0162,1,42.91,Damaged
R0035970,T0035970,21-12-2024,S023,P0131,1,3.23,Wrong Item
R0035989,T0035989,24-02-2025,S008,P0154,1,56.12,Not as Described
R0035997,T0035997,05-10-2024,S004,P0153,1,21.64,Wrong Item
R0036115,T0036115,17-07-2025,S022,P0133,2,14.74,Changed Mind
R0036161,T0036161,05-06-2025,S018,P0089,2,8.84,Expired
R0036167,T0036167,09-09-2024,S029,P0179,1,35.86,Not as Described
R0036169,T0036169,02-03-2024,S009,P0155,1,25.32,Not as Described
R0036247,T0036247,01-03-2025,S004,P0092,1,7.4,Wrong Item
R0036263,T0036263,05-08-2024,S001,P0167,1,54.3,Damaged
R0036268,T0036268,12-10-2024,S006,P0061,2,3.54,Wrong Item
R0036326,T0036326,02-01-2024,S001,P0006,1,5.43,Wrong Item
R0036354,T0036354,07-03-2025,S014,P0032,1,2.36,Expired
R0036467,T0036467,20-08-2025,S002,P0023,2,9.76,Damaged
R0036471,T0036471,30-05-2025,S027,P0019,2,13.52,Not as Described
R0036472,T0036472,18-04-2025,S003,P0074,1,5.99,Damaged
R0036482,T0036482,08-11-2024,S027,P0008,1,7.53,Changed Mind
R0036520,T0036520,16-02-2024,S018,P0088,1,5.02,Wrong Item
R0036523,T0036523,17-08-2025,S011,P0080,1,5.62,Expired
R0036525,T0036525,17-10-2024,S026,P0172,2,76.96,Wrong Item
R0036549,T0036549,22-09-2025,S010,P0056,2,7.2,Expired
R0036589,T0036589,10-04-2024,S004,P0095,2,6.81,Expired
R0036733,T0036733,25-10-2024,S005,P0157,1,29.4,Damaged
R0036747,T0036747,26-05-2025,S011,P0048,1,7.74,Changed Mind
R0036792,T0036792,20-08-2024,S005,P0006,1,5.43,Changed Mind
R0036945,T0036945,14-08-2024,S005,P0048,1,7.74,Expired
R0036974,T0036974,19-05-2024,S028,P0120,2,2.96,Changed Mind
R0036997,T0036997,05-05-2024,S018,P0090,1,7.59,Damaged
R0037029,T0037029,01-02-2024,S012,P0158,2,30.78,Expired
R0037088,T0037088,14-12-2024,S026,P0125,1,6.01,Changed Mind
R0037112,T0037112,08-04-2025,S018,P0072,1,6.88,Expired
R0037144,T0037144,27-03-2025,S024,P0130,1,4.06,Damaged
R0037150,T0037150,20-07-2025,S008,P0026,1,8.37,Changed Mind
R0037245,T0037245,05-03-2024,S007,P0094,2,6.56,Not as Described
R0037251,T0037251,21-03-2024,S017,P0114,2,12.04,Expired
R0037255,T0037255,07-06-2025,S019,P0002,2,21.14,Damaged
R0037274,T0037274,14-01-2025,S021,P0125,2,10.1,Expired
R0037287,T0037287,13-07-2024,S008,P0081,1,5.6,Not as Described
R0037300,T0037300,09-01-2025,S020,P0030,1,9.85,Damaged
R0037337,T0037337,28-05-2025,S024,P0086,2,12.82,Wrong Item
R0037350,T0037350,10-06-2024,S008,P0128,2,3.68,Damaged
R0037370,T0037370,01-02-2025,S001,P0111,2,9.62,Not as Described
R0037378,T0037378,18-09-2024,S019,P0052,1,6.25,Changed Mind
R0037386,T0037386,29-02-2024,S003,P0168,1,44.06,Damaged
R0037390,T0037390,13-03-2025,S007,P0153,1,21.64,Expired
R0037444,T0037444,13-02-2025,S011,P0012,2,7.26,Wrong Item
R0037467,T0037467,31-07-2025,S007,P0061,1,1.77,Changed Mind
R0037493,T0037493,09-07-2025,S014,P0125,2,9.85,Damaged
R0037499,T0037499,15-07-2024,S024,P0162,1,42.91,Wrong Item
R0037538,T0037538,29-08-2024,S015,P0112,1,6.77,Expired
R0037550,T0037550,14-11-2024,S014,P0006,1,5.43,Changed Mind
R0037576,T0037576,03-09-2025,S027,P0156,2,46.48,Not as Described
R0037653,T0037653,27-10-2024,S010,P0083,2,14.07,Changed Mind
R0037713,T0037713,28-04-2025,S013,P0014,1,4.77,Wrong Item
R0037754,T0037754,26-01-2024,S016,P0006,2,10.86,Changed Mind
R0037759,T0037759,04-06-2025,S023,P0013,1,3.88,Wrong Item
R0037847,T0037847,14-02-2025,S018,P0146,1,1.9,Changed Mind
R0037853,T0037853,29-01-2025,S024,P0168,1,44.06,Not as Described
R0037912,T0037912,29-01-2024,S011,P0034,1,3.17,Expired
R0037913,T0037913,14-04-2025,S021,P0120,1,1.72,Wrong Item
R0037976,T0037976,24-05-2025,S030,P0073,1,4.37,Changed Mind
R0037992,T0037992,06-01-2025,S007,P0058,1,4.62,Expired
R0038047,T0038047,20-07-2024,S013,P0043,2,4.6,Expired
R0038074,T0038074,22-08-2025,S015,P0089,2,8.84,Expired
R0038081,T0038081,20-07-2025,S018,P0048,1,7.74,Expired
R0038173,T0038173,12-11-2024,S010,P0061,1,1.77,Expired
R0038305,T0038305,01-08-2025,S017,P0008,2,16.74,Expired
R0038373,T0038373,26-06-2025,S014,P0174,1,28.98,Expired
R0038380,T0038380,20-09-2024,S026,P0032,1,2.81,Changed Mind
R0038415,T0038415,08-09-2025,S003,P0051,2,11.76,Changed Mind
R0038461,T0038461,28-08-2024,S007,P0098,1,4.68,Not as Described
R0038524,T0038524,07-01-2025,S011,P0163,2,72.22,Changed Mind
R0038526,T0038526,01-01-2025,S025,P0155,2,53.88,Damaged
R0038536,T0038536,09-10-2025,S014,P0062,2,9.64,Changed Mind
R0038552,T0038552,24-11-2024,S024,P0160,1,32.57,Damaged
R0038617,T0038617,13-05-2025,S027,P0178,1,45.86,Damaged
R0038624,T0038624,07-05-2024,S008,P0015,2,17.46,Changed Mind
R0038669,T0038669,30-07-2024,S005,P0101,1,1.79,Expired
R0038687,T0038687,27-03-2025,S022,P0142,2,4.28,Not as Described
R0038740,T0038740,24-01-2024,S009,P0063,1,4.59,Changed Mind
R0038776,T0038776,23-12-2024,S030,P0022,2,14.24,Not as Described
R0038790,T0038790,02-09-2024,S011,P0138,1,1.34,Changed Mind
R0038901,T0038901,15-02-2025,S026,P0143,2,2,Wrong Item
R0038982,T0038982,27-05-2024,S003,P0055,1,6.43,Wrong Item
R0039035,T0039035,26-02-2025,S015,P0055,1,6.43,Wrong Item
R0039049,T0039049,21-02-2024,S015,P0118,1,1.87,Changed Mind
R0039093,T0039093,22-05-2024,S030,P0162,1,42.91,Wrong Item
R0039116,T0039116,06-04-2024,S002,P0110,2,11.36,Damaged
R0039369,T0039369,04-10-2024,S013,P0078,1,4.53,Expired
R0039381,T0039381,08-09-2024,S015,P0170,1,13.34,Expired
R0039443,T0039443,26-11-2024,S011,P0163,1,36.11,Wrong Item
R0039452,T0039452,01-07-2024,S006,P0030,1,9.85,Expired
R0039488,T0039488,14-01-2024,S019,P0016,1,3.81,Wrong Item
R0039538,T0039538,10-02-2025,S022,P0068,1,4.92,Wrong Item
R0039547,T0039547,24-09-2025,S015,P0152,1,50.51,Changed Mind
R0039628,T0039628,08-08-2025,S025,P0061,1,1.77,Wrong Item
R0039678,T0039678,16-10-2024,S017,P0008,1,8.37,Changed Mind
R0039681,T0039681,19-08-2025,S012,P0019,2,13.52,Changed Mind
R0039694,T0039694,09-02-2025,S013,P0173,1,52.05,Wrong Item
R0039710,T0039710,03-09-2025,S008,P0039,1,2.08,Wrong Item
R0039737,T0039737,31-07-2025,S014,P0109,2,7.64,Expired
R0039745,T0039745,12-08-2025,S026,P0062,2,9.64,Changed Mind
R0039747,T0039747,02-06-2024,S009,P0061,2,3.54,Wrong Item
R0039785,T0039785,31-07-2025,S015,P0172,1,38.48,Changed Mind
R0039839,T0039839,06-10-2024,S028,P0076,1,6.65,Wrong Item
R0039841,T0039841,22-01-2025,S023,P0139,2,5.64,Changed Mind
R0039842,T0039842,08-05-2024,S005,P0085,2,10.48,Changed Mind
R0039888,T0039888,23-03-2024,S022,P0075,1,6.38,Damaged
R0039889,T0039889,27-09-2024,S011,P0109,1,3.82,Not as Described
R0040004,T0040004,15-03-2024,S007,P0118,1,1.87,Changed Mind
R0040023,T0040023,27-08-2025,S011,P0049,2,12.41,Changed Mind
R0040030,T0040030,06-02-2025,S018,P0161,1,22,Not as Described
R0040067,T0040067,29-09-2025,S013,P0008,2,16.74,Damaged
R0040081,T0040081,02-07-2025,S029,P0017,2,18.74,Changed Mind
R0040136,T0040136,02-06-2024,S013,P0057,2,14.5,Changed Mind
R0040210,T0040210,27-10-2024,S022,P0041,2,3.53,Damaged
R0040257,T0040257,27-09-2024,S010,P0089,1,4.42,Wrong Item
