TransactionID,TransactionDate,StoreID,ProductID,CustomerID,Channel,Quantity,UnitPrice,GrossSales,DiscountAmount,NetSales,COGS,GrossMargin,PaymentMethod
T0034695,01-05-2024,S010,P0056,C01875,In-Store,2,3.6,7.2,0,7.2,4.92,2.28,Wallet
T0034696,30-05-2024,S019,P0028,C00085,Online,5,5.9,29.5,0,29.5,21.1,8.4,Card
T0034697,11-07-2025,S008,P0066,C01509,Online,2,7.75,15.5,0,15.5,9.52,5.98,Cash
T0034698,20-01-2025,S012,P0105,C03974,In-Store,4,3.96,15.84,0,15.84,10.92,4.92,UPI
T0034699,31-01-2025,S001,P0128,C04719,In-Store,3,1.84,5.52,0,5.52,3.63,1.89,Cash
T0034700,09-12-2024,S026,P0171,C00079,In-Store,1,17.89,17.89,0,17.89,10.04,7.85,UPI
T0034701,15-01-2025,S013,P0176,,In-Store,2,46.51,93.02,0,93.02,69.32,23.7,Card
T0034702,17-03-2024,S023,P0180,C03601,In-Store,2,48.07,96.14,0,96.14,54.92,41.22,Card
T0034703,29-03-2024,S007,P0172,,In-Store,2,38.48,76.96,1.54,75.42,46.48,28.94,Cash
T0034704,07-02-2024,S001,P0035,C00283,Online,2,3.04,6.08,0,6.08,4.18,1.9,Card
T0034705,07-05-2024,S004,P0104,C04052,Online,1,1.11,1.11,0,1.11,0.85,0.26,UPI
T0034706,27-07-2024,S008,P0073,C00012,In-Store,3,4.37,13.11,0,13.11,9.78,3.33,Cash
T0034707,15-06-2024,S029,P0083,C04828,In-Store,2,7.73,15.46,3.71,11.75,8.7,3.05,Card
T0034708,04-10-2025,S029,P0060,C02079,In-Store,4,4.91,19.64,0,19.64,11,8.64,Card
T0034709,01-07-2024,S027,P0070,C00589,In-Store,1,1.04,1.04,0,1.04,0.7,0.34,Cash
T0034710,13-09-2024,S022,P0125,C00347,In-Store,4,6.01,24.04,0,24.04,18.24,5.8,Card
T0034711,23-10-2024,S001,P0017,C04480,In-Store,1,9.37,9.37,0,9.37,5.53,3.84,Card
T0034712,08-01-2025,S009,P0005,C04547,In-Store,3,10.45,31.35,0,31.35,18.57,12.78,UPI
T0034713,11-04-2024,S014,P0048,,In-Store,4,7.74,30.96,0,30.96,24.48,6.48,UPI
T0034714,19-02-2024,S017,P0152,C00187,In-Store,1,50.51,50.51,5.05,45.46,33.74,11.72,Card
T0034715,26-10-2025,S021,P0157,C02466,In-Store,1,29.4,29.4,3.23,26.17,17.22,8.95,Card
T0034716,15-01-2024,S016,P0165,,In-Store,1,46.17,46.17,0,46.17,36.27,9.9,Cash
T0034717,29-05-2025,S020,P0081,C01956,In-Store,3,5.6,16.8,0,16.8,9.69,7.11,UPI
T0034718,25-05-2024,S008,P0013,C01233,Online,1,3.88,3.88,0.74,3.14,3.02,0.12,Card
T0034719,08-08-2024,S003,P0160,C02746,In-Store,2,32.57,65.14,10.42,54.72,40.86,13.86,Cash
T0034720,17-05-2024,S022,P0031,C03806,In-Store,1,4.37,4.37,0.61,3.76,2.75,1.01,UPI
T0034721,09-04-2024,S011,P0076,C00012,In-Store,2,6.65,13.3,0,13.3,8.92,4.38,UPI
T0034722,08-07-2024,S002,P0105,C03037,In-Store,2,3.96,7.92,0,7.92,5.46,2.46,Cash
T0034723,11-03-2025,S014,P0156,C04973,In-Store,2,23.24,46.48,0,46.48,29.32,17.16,Card
T0034724,25-05-2024,S028,P0077,C04225,In-Store,2,1.61,3.22,0.45,2.77,2.28,0.49,Card
T0034725,22-05-2024,S005,P0106,C02493,In-Store,4,3.5,14,0,14,11.04,2.96,Card
T0034726,15-08-2024,S010,P0116,C02209,In-Store,1,1.11,1.11,0.19,0.92,0.65,0.27,Cash
T0034727,01-03-2024,S001,P0028,C01432,In-Store,5,5.9,29.5,4.42,25.08,21.1,3.98,Wallet
T0034728,08-07-2024,S028,P0066,C00074,In-Store,1,7.75,7.75,1.7,6.05,4.76,1.29,Cash
T0034729,25-08-2024,S023,P0120,C02534,In-Store,1,1.72,1.72,0,1.72,1.23,0.49,UPI
T0034730,19-07-2025,S019,P0084,C00272,In-Store,1,7.16,7.16,0,7.16,4.76,2.4,Cash
T0034731,24-10-2024,S025,P0080,,In-Store,1,6.18,6.18,0,6.18,4.79,1.39,Card
T0034732,22-08-2025,S016,P0164,C03571,In-Store,2,59.99,119.98,0,119.98,75.66,44.32,Card
T0034733,26-06-2024,S005,P0074,C03431,In-Store,1,5.99,5.99,0,5.99,3.71,2.28,Wallet
T0034734,20-09-2024,S011,P0108,C03888,In-Store,3,5.25,15.75,0,15.75,9.93,5.82,Card
T0034735,03-04-2025,S017,P0088,,In-Store,3,5.02,15.06,0,15.06,11.82,3.24,Card
T0034736,06-08-2024,S007,P0050,C04181,In-Store,3,1.33,3.99,0.8,3.19,2.58,0.61,UPI
T0034737,17-06-2025,S007,P0047,,In-Store,5,1.33,6.65,0,6.65,5.25,1.4,Card
T0034738,28-08-2025,S025,P0073,C01902,In-Store,2,4.37,8.74,0,8.74,6.52,2.22,Card
T0034739,04-06-2024,S010,P0079,C01506,Online,1,6.62,6.62,0,6.62,5.21,1.41,Card
T0034740,27-01-2024,S015,P0147,C02824,Online,5,5.41,27.05,0,27.05,15.75,11.3,Card
T0034741,18-07-2024,S028,P0107,,In-Store,3,1.29,3.87,0,3.87,2.85,1.02,Card
T0034742,19-08-2024,S028,P0086,C03595,In-Store,2,6.41,12.82,2.05,10.77,7.8,2.97,Card
T0034743,29-07-2024,S013,P0177,C00264,In-Store,2,19.4,38.8,0,38.8,27.38,11.42,Cash
T0034744,27-07-2025,S006,P0052,C00236,In-Store,3,6.25,18.75,0,18.75,10.83,7.92,Card
T0034745,13-08-2024,S005,P0019,C00572,In-Store,5,6.76,33.8,0,33.8,25.25,8.55,Wallet
T0034746,17-06-2024,S030,P0180,C00803,In-Store,2,48.07,96.14,0,96.14,54.92,41.22,Cash
T0034747,27-12-2024,S024,P0107,C00892,In-Store,2,1.29,2.58,0,2.58,1.9,0.68,Card
T0034748,21-05-2024,S011,P0117,C01492,In-Store,2,4.48,8.96,0,8.96,5.54,3.42,Card
T0034749,16-06-2024,S013,P0112,C03285,In-Store,3,6.77,20.31,0,20.31,11.82,8.49,Card
T0034750,26-09-2024,S019,P0148,C00134,In-Store,4,3.33,13.32,0,13.32,8.72,4.6,Cash
T0034751,03-06-2025,S012,P0128,C00657,In-Store,2,1.84,3.68,0,3.68,2.42,1.26,Card
T0034752,12-01-2024,S025,P0140,C02533,In-Store,2,1.74,3.48,0,3.48,2.78,0.7,Cash
T0034753,11-06-2025,S020,P0020,C02970,In-Store,3,4.76,14.28,0,14.28,9.66,4.62,Card
T0034754,10-03-2025,S007,P0046,C04746,In-Store,5,1.74,8.7,0,8.7,5.1,3.6,Wallet
T0034755,08-10-2025,S005,P0089,C01017,In-Store,3,4.42,13.26,0,13.26,10.44,2.82,Cash
T0034756,04-12-2024,S009,P0005,,In-Store,1,10.45,10.45,0,10.45,6.19,4.26,UPI
T0034757,15-12-2024,S030,P0084,C02456,Online,2,7.16,14.32,0,14.32,9.52,4.8,Cash
T0034758,16-03-2025,S016,P0114,C00179,In-Store,4,7.25,29,0,29,16.48,12.52,Cash
T0034759,22-08-2025,S008,P0156,C02125,In-Store,1,23.24,23.24,0,23.24,14.66,8.58,Card
T0034760,16-03-2025,S021,P0049,C01805,In-Store,5,7.57,37.85,10.22,27.63,25.25,2.38,Card
T0034761,11-02-2025,S013,P0066,C01953,In-Store,1,7.75,7.75,0,7.75,4.76,2.99,Card
T0034762,19-12-2024,S028,P0095,C04339,In-Store,1,3.74,3.74,0,3.74,2.2,1.54,Card
T0034763,06-02-2024,S028,P0141,C00618,Online,5,2.78,13.9,0,13.9,8.85,5.05,Cash
T0034764,19-02-2024,S006,P0039,C02601,In-Store,6,2.19,13.14,0,13.14,8.4,4.74,Card
T0034765,16-07-2025,S009,P0121,C04322,Online,5,7.83,39.15,0,39.15,22.65,16.5,Card
T0034766,24-01-2025,S022,P0166,C04204,In-Store,1,45.88,45.88,0,45.88,34.36,11.52,Card
T0034767,07-04-2024,S011,P0014,C02691,In-Store,4,4.77,19.08,0,19.08,11.08,8,Cash
T0034768,08-01-2025,S006,P0160,C03562,In-Store,1,32.57,32.57,0,32.57,20.43,12.14,Card
T0034769,06-01-2024,S027,P0113,C02339,In-Store,2,4.02,8.04,0.56,7.48,5.54,1.94,UPI
T0034770,01-02-2025,S012,P0090,C00884,In-Store,1,7.59,7.59,0,7.59,4.96,2.63,Card
T0034771,02-08-2025,S001,P0070,C03441,In-Store,1,1.04,1.04,0.22,0.82,0.7,0.12,Card
T0034772,15-01-2025,S006,P0052,C01867,In-Store,3,6.25,18.75,0,18.75,10.83,7.92,Card
T0034773,18-02-2024,S018,P0088,,In-Store,2,5.02,10.04,0,10.04,7.88,2.16,Card
T0034774,10-03-2024,S017,P0026,C04904,In-Store,4,8.37,33.48,0,33.48,24.8,8.68,Wallet
T0034775,20-04-2024,S004,P0045,C00814,In-Store,1,5.82,5.82,0,5.82,3.59,2.23,UPI
T0034776,26-06-2024,S026,P0079,,In-Store,3,6.62,19.86,0,19.86,15.63,4.23,Cash
T0034777,11-06-2024,S008,P0151,C02095,In-Store,1,55.81,55.81,0,55.81,42.16,13.65,Card
T0034778,12-03-2025,S019,P0048,C03813,In-Store,3,7.74,23.22,0,23.22,18.36,4.86,Cash
T0034779,15-01-2025,S025,P0125,C03954,In-Store,5,6.01,30.05,0,30.05,22.8,7.25,UPI
T0034780,29-03-2024,S020,P0012,C04461,In-Store,3,4.43,13.29,0,13.29,7.68,5.61,Card
T0034781,06-03-2025,S009,P0061,,In-Store,1,1.77,1.77,0,1.77,1.34,0.43,Cash
T0034782,20-02-2024,S022,P0021,C01678,In-Store,1,2.02,2.02,0,2.02,1.2,0.82,Card
T0034783,04-11-2024,S017,P0053,C02429,In-Store,1,1.95,1.95,0,1.95,1.3,0.65,Cash
T0034784,19-08-2024,S008,P0158,C01264,Online,2,15.39,30.78,0,30.78,19.9,10.88,Card
T0034785,30-09-2024,S022,P0021,C03428,In-Store,5,2.02,10.1,0,10.1,6,4.1,Card
T0034786,27-01-2024,S003,P0087,C02057,In-Store,1,3.6,3.6,0,3.6,2.18,1.42,Card
T0034787,17-01-2024,S015,P0158,C04718,In-Store,2,15.39,30.78,0,30.78,19.9,10.88,UPI
T0034788,06-04-2025,S016,P0011,C02769,In-Store,5,4.42,22.1,3.98,18.12,12.2,5.92,UPI
T0034789,22-07-2025,S029,P0176,C01858,Online,2,46.51,93.02,0,93.02,69.32,23.7,UPI
T0034790,14-08-2025,S014,P0081,C04288,In-Store,3,5.6,16.8,0,16.8,9.69,7.11,UPI
T0034791,23-01-2024,S029,P0010,C02672,In-Store,3,2.12,6.36,0,6.36,3.96,2.4,Card
T0034792,06-01-2024,S001,P0172,C00932,In-Store,1,38.48,38.48,0,38.48,23.24,15.24,UPI
T0034793,08-02-2024,S014,P0145,C03926,Online,1,2.73,2.73,0.38,2.35,2.11,0.24,UPI
T0034794,19-04-2024,S007,P0146,C03776,In-Store,2,1.9,3.8,0,3.8,2.48,1.32,UPI
T0034795,28-03-2024,S015,P0140,C02694,In-Store,1,1.74,1.74,0,1.74,1.39,0.35,Card
T0034796,18-08-2024,S009,P0126,C02741,Online,5,3.27,16.35,0,16.35,9.15,7.2,Card
T0034797,20-07-2025,S026,P0041,C01625,Online,5,2.26,11.3,0,11.3,7.95,3.35,Cash
T0034798,09-01-2025,S014,P0160,C01096,Online,1,32.57,32.57,6.19,26.38,20.43,5.95,Card
T0034799,12-08-2024,S030,P0066,C02826,In-Store,3,7.75,23.25,0,23.25,14.28,8.97,Card
T0034800,30-07-2024,S030,P0141,C02196,In-Store,6,2.78,16.68,0,16.68,10.62,6.06,Cash
T0034801,04-09-2025,S023,P0154,C04339,In-Store,1,56.12,56.12,0,56.12,40.68,15.44,Card
T0034802,17-10-2025,S027,P0166,C03204,In-Store,1,45.88,45.88,0,45.88,34.36,11.52,Cash
T0034803,13-10-2025,S004,P0107,,In-Store,3,1.29,3.87,0,3.87,2.85,1.02,Card
T0034804,25-04-2024,S015,P0155,C04856,Online,2,26.94,53.88,1.08,52.8,30.44,22.36,Cash
T0034805,07-09-2025,S011,P0127,C02436,In-Store,3,2.36,7.08,0,7.08,4.44,2.64,Card
T0034806,19-04-2024,S027,P0022,C04144,Online,3,7.12,21.36,3.63,17.73,13.05,4.68,Card
T0034807,08-02-2024,S008,P0122,C00195,In-Store,4,3.68,14.72,0,14.72,10.68,4.04,Card
T0034808,06-10-2024,S002,P0158,C00287,In-Store,2,15.39,30.78,0,30.78,19.9,10.88,Card
T0034809,18-03-2024,S002,P0049,C00765,In-Store,4,7.57,30.28,0,30.28,20.2,10.08,Cash
T0034810,21-05-2025,S029,P0106,,In-Store,1,3.5,3.5,0,3.5,2.76,0.74,Card
T0034811,06-12-2024,S024,P0152,C03658,In-Store,2,50.51,101.02,5.05,95.97,67.48,28.49,Wallet
T0034812,31-01-2024,S025,P0172,C00943,Online,2,38.48,76.96,0,76.96,46.48,30.48,UPI
T0034813,30-09-2025,S011,P0160,C00684,In-Store,2,32.57,65.14,0,65.14,40.86,24.28,Card
T0034814,14-06-2024,S013,P0008,C04621,In-Store,1,8.37,8.37,0,8.37,6.69,1.68,Cash
T0034815,03-01-2025,S009,P0137,C02260,In-Store,3,2.09,6.27,0,6.27,4.47,1.8,Cash
T0034816,31-05-2024,S003,P0016,C03552,Online,4,3.81,15.24,0,15.24,10.36,4.88,Card
T0034817,02-08-2025,S018,P0056,C01158,In-Store,5,3.6,18,0,18,12.3,5.7,Card
T0034818,14-07-2024,S003,P0102,C00501,In-Store,1,3.56,3.56,0,3.56,2.06,1.5,Cash
T0034819,14-04-2024,S027,P0151,C03233,Online,1,55.81,55.81,0,55.81,42.16,13.65,Card
T0034820,25-07-2024,S003,P0021,C01776,In-Store,2,2.02,4.04,0,4.04,2.4,1.64,Card
T0034821,10-07-2025,S010,P0121,C03921,In-Store,2,7.83,15.66,2.51,13.15,9.06,4.09,Card
T0034822,03-03-2024,S005,P0111,,In-Store,4,4.81,19.24,0,19.24,15.4,3.84,Card
T0034823,13-07-2024,S001,P0058,C00849,In-Store,3,6.24,18.72,0,18.72,12.27,6.45,Card
T0034824,09-07-2025,S023,P0061,C01253,In-Store,1,1.77,1.77,0,1.77,1.34,0.43,Cash
T0034825,09-10-2024,S025,P0161,,In-Store,1,22,22,4.62,17.38,16.13,1.25,Card
T0034826,06-05-2025,S008,P0075,C00957,In-Store,1,6.38,6.38,0,6.38,3.51,2.87,Card
T0034827,01-06-2024,S015,P0079,C01585,In-Store,2,6.62,13.24,0,13.24,10.42,2.82,Card
T0034828,17-10-2025,S019,P0134,C02363,In-Store,3,5.14,15.42,0,15.42,10.5,4.92,Card
T0034829,06-01-2025,S011,P0086,C02834,In-Store,1,6.41,6.41,0,6.41,3.9,2.51,UPI
T0034830,28-07-2025,S023,P0096,C01970,In-Store,4,5.91,23.64,0,23.64,18.56,5.08,Card
T0034831,29-06-2024,S014,P0092,C02556,Online,3,7.4,22.2,0.44,21.76,13.14,8.62,Card
T0034832,30-03-2024,S025,P0016,C00203,In-Store,3,3.81,11.43,2.4,9.03,7.77,1.26,Cash
T0034833,17-04-2025,S029,P0144,C02033,Online,3,2.1,6.3,0,6.3,4.02,2.28,Card
T0034834,16-08-2025,S027,P0177,C01691,Online,2,19.4,38.8,0,38.8,27.38,11.42,Cash
T0034835,01-12-2024,S029,P0140,C03946,In-Store,2,1.74,3.48,0.73,2.75,2.78,-0.03,Card
T0034836,17-02-2025,S021,P0105,C04291,In-Store,4,3.96,15.84,0,15.84,10.92,4.92,Card
T0034837,20-01-2025,S020,P0117,C03360,In-Store,2,4.48,8.96,0,8.96,5.54,3.42,UPI
T0034838,25-10-2025,S018,P0015,C00625,Online,5,8.73,43.65,5.24,38.41,24.8,13.61,Wallet
T0034839,12-01-2024,S015,P0063,C03124,In-Store,1,4.59,4.59,0.78,3.81,3.43,0.38,Card
T0034840,14-08-2024,S025,P0014,C01890,In-Store,1,4.77,4.77,0,4.77,2.77,2,Cash
T0034841,01-08-2024,S023,P0096,C04940,Online,2,5.91,11.82,0,11.82,9.28,2.54,Card
T0034842,12-08-2024,S002,P0107,C01784,In-Store,3,1.29,3.87,0,3.87,2.85,1.02,Card
T0034843,26-12-2024,S021,P0130,C04230,In-Store,2,4.61,9.22,0,9.22,7,2.22,Card
T0034844,21-09-2024,S021,P0032,C00460,In-Store,3,2.81,8.43,0,8.43,6.42,2.01,Cash
T0034845,11-06-2025,S024,P0098,C01239,Online,3,4.68,14.04,2.11,11.93,11.01,0.92,Card
T0034846,16-08-2024,S019,P0071,C00001,In-Store,3,4.3,12.9,0,12.9,10.23,2.67,Card
T0034847,12-06-2025,S005,P0046,C03070,Online,6,1.74,10.44,0,10.44,6.12,4.32,Cash
T0034848,24-12-2024,S003,P0002,C00490,In-Store,4,10.57,42.28,0,42.28,23.6,18.68,Card
T0034849,03-04-2025,S006,P0050,C01798,In-Store,1,1.33,1.33,0.28,1.05,0.86,0.19,Card
T0034850,03-09-2025,S023,P0050,C01825,Online,5,1.33,6.65,0,6.65,4.3,2.35,Cash
T0034851,19-08-2025,S027,P0098,C03020,Online,1,4.68,4.68,0,4.68,3.67,1.01,UPI
T0034852,29-08-2025,S030,P0179,C04689,In-Store,1,38.56,38.56,0,38.56,29.71,8.85,UPI
T0034853,23-10-2024,S001,P0007,C04471,In-Store,1,2.45,2.45,0,2.45,1.35,1.1,Card
T0034854,20-04-2024,S010,P0163,C02900,Online,1,36.11,36.11,6.86,29.25,26.05,3.2,Cash
T0034855,04-04-2024,S004,P0089,C03673,In-Store,2,4.42,8.84,0,8.84,6.96,1.88,UPI
T0034856,26-08-2024,S005,P0179,C03011,In-Store,1,38.56,38.56,0,38.56,29.71,8.85,Card
T0034857,30-12-2024,S012,P0026,C04702,In-Store,4,8.37,33.48,0,33.48,24.8,8.68,Card
T0034858,18-10-2025,S014,P0029,C00075,In-Store,2,8.85,17.7,3.19,14.51,13.34,1.17,Card
T0034859,27-07-2025,S006,P0091,,In-Store,3,7.03,21.09,2.74,18.35,15.27,3.08,UPI
T0034860,02-07-2025,S014,P0079,C00311,Online,1,6.62,6.62,0,6.62,5.21,1.41,UPI
T0034861,21-09-2024,S029,P0046,C03898,In-Store,5,1.74,8.7,0,8.7,5.1,3.6,Card
T0034862,10-02-2025,S020,P0105,,In-Store,3,3.96,11.88,0.95,10.93,8.19,2.74,Cash
T0034863,18-02-2025,S027,P0118,C03220,In-Store,3,1.87,5.61,0,5.61,3.48,2.13,UPI
T0034864,27-08-2025,S012,P0066,C02182,In-Store,1,7.75,7.75,0,7.75,4.76,2.99,Card
T0034865,27-01-2025,S022,P0069,C03748,In-Store,3,2.93,8.79,0,8.79,5.82,2.97,Card
T0034866,16-08-2024,S021,P0044,,In-Store,3,7.73,23.19,0,23.19,15.84,7.35,UPI
T0034867,03-06-2025,S002,P0088,C01749,In-Store,3,5.02,15.06,0,15.06,11.82,3.24,Cash
T0034868,16-03-2025,S024,P0061,C04255,In-Store,1,1.77,1.77,0,1.77,1.34,0.43,Cash
T0034869,30-05-2025,S001,P0144,C04452,In-Store,5,2.1,10.5,0,10.5,6.7,3.8,Cash
T0034870,12-04-2025,S010,P0112,C04764,In-Store,4,6.77,27.08,4.33,22.75,15.76,6.99,Card
T0034871,24-04-2025,S005,P0060,C04116,Online,5,4.91,24.55,0,24.55,13.75,10.8,Card
T0034872,09-09-2024,S011,P0122,C01996,In-Store,4,3.68,14.72,0,14.72,10.68,4.04,Card
T0034873,06-02-2025,S014,P0107,C00314,In-Store,4,1.29,5.16,0,5.16,3.8,1.36,UPI
T0034874,24-05-2025,S015,P0134,C04058,In-Store,6,5.14,30.84,0,30.84,21,9.84,Cash
T0034875,15-04-2024,S010,P0156,C04318,In-Store,1,23.24,23.24,0,23.24,14.66,8.58,UPI
T0034876,04-03-2024,S027,P0179,C03106,Online,1,38.56,38.56,7.71,30.85,29.71,1.14,Card
T0034877,17-07-2025,S006,P0157,C03825,In-Store,2,29.4,58.8,0,58.8,34.44,24.36,Card
T0034878,19-02-2025,S008,P0137,C04340,Online,1,2.09,2.09,0,2.09,1.49,0.6,Cash
T0034879,15-10-2024,S029,P0081,C04445,In-Store,2,5.6,11.2,0,11.2,6.46,4.74,Card
T0034880,16-09-2024,S012,P0095,C03767,In-Store,4,3.74,14.96,0,14.96,8.8,6.16,Card
T0034881,08-01-2024,S014,P0085,C04747,In-Store,2,5.24,10.48,1.57,8.91,6.68,2.23,Card
T0034882,11-07-2025,S001,P0113,C02110,In-Store,2,4.02,8.04,0,8.04,5.54,2.5,Card
T0034883,13-04-2024,S028,P0168,C01889,Online,2,44.06,88.12,17.62,70.5,65.74,4.76,Card
T0034884,29-01-2024,S022,P0098,C02674,In-Store,1,4.68,4.68,0.7,3.98,3.67,0.31,Cash
T0034885,12-03-2024,S008,P0147,C02426,In-Store,1,5.41,5.41,0,5.41,3.15,2.26,Cash
T0034886,26-07-2025,S019,P0067,C01648,In-Store,3,3.91,11.73,0,11.73,9.3,2.43,Cash
T0034887,27-07-2024,S009,P0137,C03836,In-Store,3,2.09,6.27,0,6.27,4.47,1.8,Card
T0034888,20-10-2024,S020,P0100,C01585,Online,2,5.43,10.86,1.74,9.12,6.48,2.64,Cash
T0034889,28-06-2024,S030,P0061,C02260,In-Store,3,1.77,5.31,0,5.31,4.02,1.29,Card
T0034890,16-02-2025,S028,P0066,C01875,In-Store,2,7.75,15.5,0,15.5,9.52,5.98,UPI
T0034891,10-01-2025,S024,P0094,,In-Store,1,3.28,3.28,0,3.28,2.05,1.23,UPI
T0034892,02-08-2025,S005,P0047,C02494,In-Store,2,1.33,2.66,0,2.66,2.1,0.56,Card
T0034893,13-12-2024,S008,P0035,C04526,Online,5,3.04,15.2,0,15.2,10.45,4.75,UPI
T0034894,07-07-2025,S025,P0162,C01257,In-Store,2,42.91,85.82,7.72,78.1,51.7,26.4,Card
T0034895,17-09-2024,S021,P0040,C04538,In-Store,5,3.29,16.45,3.95,12.5,12.7,-0.2,Card
T0034896,23-12-2024,S017,P0126,C04898,Online,6,3.27,19.62,0,19.62,10.98,8.64,Cash
T0034897,04-07-2024,S010,P0104,C03793,In-Store,4,1.11,4.44,0,4.44,3.4,1.04,Card
T0034898,03-01-2025,S001,P0116,C03134,Online,2,1.11,2.22,0,2.22,1.3,0.92,UPI
T0034899,23-01-2024,S018,P0035,,In-Store,3,3.04,9.12,0,9.12,6.27,2.85,Card
T0034900,26-07-2024,S002,P0107,C02208,In-Store,2,1.29,2.58,0,2.58,1.9,0.68,Cash
T0034901,30-08-2024,S023,P0091,C01277,In-Store,4,7.03,28.12,0,28.12,20.36,7.76,Card
T0034902,30-03-2025,S019,P0088,C03615,In-Store,3,5.02,15.06,0,15.06,11.82,3.24,Card
T0034903,24-08-2024,S021,P0071,C01810,Online,2,4.3,8.6,0,8.6,6.82,1.78,UPI
T0034904,25-04-2024,S011,P0102,C03359,In-Store,1,3.56,3.56,0,3.56,2.06,1.5,Card
T0034905,11-01-2024,S001,P0166,C03057,In-Store,1,45.88,45.88,0,45.88,34.36,11.52,Card
T0034906,20-02-2024,S023,P0093,C04827,In-Store,2,7.9,15.8,0,15.8,11.78,4.02,UPI
T0034907,17-06-2025,S021,P0170,C00074,In-Store,1,13.34,13.34,0,13.34,7.9,5.44,UPI
T0034908,22-02-2024,S018,P0135,,In-Store,2,5.42,10.84,0,10.84,6.16,4.68,Card
T0034909,10-04-2025,S021,P0073,,In-Store,3,4.37,13.11,0,13.11,9.78,3.33,Card
T0034910,29-05-2024,S006,P0118,,In-Store,4,1.87,7.48,1.94,5.54,4.64,0.9,UPI
T0034911,06-10-2025,S002,P0098,C00748,In-Store,2,4.68,9.36,0,9.36,7.34,2.02,Card
T0034912,10-02-2025,S007,P0093,C00279,In-Store,2,7.9,15.8,0,15.8,11.78,4.02,Card
T0034913,13-08-2025,S006,P0042,C01993,In-Store,4,3.84,15.36,0,15.36,9.08,6.28,UPI
T0034914,15-12-2024,S015,P0081,C03919,In-Store,1,5.6,5.6,0,5.6,3.23,2.37,Card
T0034915,24-10-2025,S003,P0076,C01512,In-Store,1,6.65,6.65,0,6.65,4.46,2.19,Card
T0034916,15-09-2025,S030,P0090,C01520,In-Store,3,7.59,22.77,0,22.77,14.88,7.89,UPI
T0034917,09-10-2024,S009,P0172,C04343,In-Store,2,38.48,76.96,0,76.96,46.48,30.48,Card
T0034918,16-12-2024,S010,P0063,C02965,In-Store,3,4.59,13.77,0,13.77,10.29,3.48,Cash
T0034919,21-07-2024,S006,P0034,C02043,In-Store,6,3.17,19.02,0,19.02,14.04,4.98,Card
T0034920,25-12-2024,S018,P0143,C01490,In-Store,3,1,3,0.36,2.64,2.4,0.24,Cash
T0034921,25-05-2024,S026,P0158,,In-Store,2,15.39,30.78,0,30.78,19.9,10.88,Cash
T0034922,31-07-2025,S025,P0028,C03469,In-Store,1,5.9,5.9,1.3,4.6,4.22,0.38,Cash
T0034923,17-02-2025,S011,P0081,C03717,In-Store,3,5.6,16.8,0,16.8,9.69,7.11,UPI
T0034924,18-03-2025,S011,P0156,C00148,In-Store,1,23.24,23.24,0,23.24,14.66,8.58,Card
T0034925,20-12-2024,S006,P0023,C04458,In-Store,4,4.88,19.52,0,19.52,14,5.52,Card
T0034926,08-06-2025,S014,P0063,C00908,In-Store,1,4.59,4.59,0,4.59,3.43,1.16,Card
T0034927,04-03-2024,S009,P0067,C04942,In-Store,3,3.91,11.73,0,11.73,9.3,2.43,Card
T0034928,19-06-2024,S014,P0107,C03327,In-Store,4,1.29,5.16,0,5.16,3.8,1.36,Card
T0034929,21-06-2025,S002,P0124,,In-Store,5,7.17,35.85,0,35.85,20.9,14.95,Cash
T0034930,15-07-2024,S011,P0065,C00066,In-Store,3,3.35,10.05,0,10.05,7.53,2.52,Card
T0034931,31-05-2025,S004,P0029,C02589,In-Store,5,8.85,44.25,0,44.25,33.35,10.9,Card
T0034932,14-06-2024,S001,P0087,C03771,In-Store,3,3.6,10.8,0,10.8,6.54,4.26,Wallet
T0034933,26-02-2024,S027,P0045,C02086,Online,1,5.82,5.82,0,5.82,3.59,2.23,UPI
T0034934,09-07-2024,S026,P0072,,In-Store,3,6.88,20.64,0,20.64,13.2,7.44,Card
T0034935,31-07-2024,S004,P0070,C00065,In-Store,1,1.04,1.04,0,1.04,0.7,0.34,Cash
T0034936,08-09-2025,S024,P0153,,In-Store,1,21.64,21.64,0,21.64,16.52,5.12,Card
T0034937,02-01-2024,S005,P0060,C00215,In-Store,1,4.91,4.91,0,4.91,2.75,2.16,Card
T0034938,10-06-2025,S011,P0056,C03679,In-Store,1,3.6,3.6,0,3.6,2.46,1.14,UPI
T0034939,24-01-2025,S027,P0100,C00282,In-Store,3,5.43,16.29,0,16.29,9.72,6.57,Card
T0034940,26-05-2024,S008,P0114,C03507,Online,1,7.25,7.25,0,7.25,4.12,3.13,Card
T0034941,16-06-2024,S004,P0125,C00692,In-Store,4,6.01,24.04,4.57,19.47,18.24,1.23,Card
T0034942,27-05-2024,S024,P0066,C03777,In-Store,2,7.75,15.5,0,15.5,9.52,5.98,UPI
T0034943,27-03-2025,S014,P0042,C03627,In-Store,3,3.84,11.52,0,11.52,6.81,4.71,Card
T0034944,30-04-2025,S029,P0167,C04211,Online,1,54.3,54.3,0,54.3,34.29,20.01,Cash
T0034945,28-08-2025,S019,P0098,C02366,In-Store,2,4.68,9.36,0,9.36,7.34,2.02,Cash
T0034946,28-09-2024,S004,P0039,C02667,In-Store,1,2.19,2.19,0,2.19,1.4,0.79,UPI
