CustomerID,Gender,AgeGroup,LoyaltyTier,Region,City,SignupDate
C02578,F,18-24,Gold,West,Mumbai,08-07-2021
C02579,F,25-34,Bronze,Central,Nagpur,31-07-2022
C02580,M,55-64,Gold,West,Mumbai,09-02-2020
C02581,M,55-64,Bronze,Central,Indore,26-12-2022
C02582,M,18-24,Silver,South,Bengaluru,10-03-2021
C02583,F,18-24,Gold,North,Chandigarh,10-05-2021
C02584,M,65+,Gold,West,Pune,19-06-2022
C02585,M,55-64,Bronze,Central,Bhopal,28-01-2022
C02586,F,55-64,Bronze,South,Hyderabad,01-06-2021
C02587,M,45-54,Bronze,North,Jaipur,08-03-2021
C02588,F,18-24,Bronze,North,Chandigarh,15-07-2023
C02589,M,65+,Bronze,South,Kochi,23-06-2024
C02590,F,45-54,Bronze,North,Jaipur,11-01-2025
C02591,F,35-44,Gold,East,Kolkata,17-12-2021
C02592,F,35-44,Silver,North,Jaipur,29-04-2021
C02593,F,45-54,Guest,West,Mumbai,26-05-2023
C02594,M,35-44,Guest,East,Guwahati,15-02-2022
C02595,M,35-44,Silver,North,Lucknow,01-12-2020
C02596,F,55-64,Silver,North,Chandigarh,24-09-2020
C02597,M,45-54,Bronze,East,Guwahati,26-01-2023
C02598,F,25-34,Gold,North,Delhi,07-05-2022
C02599,M,55-64,Silver,South,Hyderabad,16-12-2021
C02600,M,35-44,Silver,North,Lucknow,12-07-2020
C02601,F,18-24,Silver,North,Lucknow,08-03-2024
C02602,M,35-44,Silver,South,Hyderabad,22-09-2025
C02603,M,35-44,Gold,East,Bhubaneswar,30-07-2023
C02604,F,18-24,Bronze,East,Guwahati,07-03-2020
C02605,M,45-54,Bronze,South,Bengaluru,22-10-2025
C02606,M,25-34,Bronze,North,Lucknow,17-12-2022
C02607,F,35-44,Bronze,South,Hyderabad,03-07-2022
C02608,F,25-34,Silver,Central,Nagpur,17-03-2025
C02609,F,55-64,Bronze,West,Mumbai,31-05-2021
C02610,M,45-54,Gold,West,Pune,20-02-2022
C02611,M,25-34,Bronze,North,Jaipur,20-03-2025
C02612,F,25-34,Bronze,South,Bengaluru,06-09-2023
C02613,M,25-34,Silver,Central,Nagpur,17-02-2025
C02614,F,45-54,Bronze,Central,Bhopal,25-05-2024
C02615,F,55-64,Platinum,North,Jaipur,30-06-2021
C02616,M,25-34,Bronze,East,Patna,28-09-2024
C02617,F,25-34,Bronze,West,Mumbai,21-06-2023
C02618,M,45-54,Bronze,South,Chennai,16-02-2021
C02619,M,18-24,Gold,South,Kochi,25-04-2020
C02620,F,55-64,Silver,East,Guwahati,20-12-2021
C02621,F,65+,Bronze,West,Ahmedabad,29-05-2020
C02622,M,55-64,Bronze,South,Bengaluru,10-05-2024
C02623,F,45-54,Silver,West,Ahmedabad,12-03-2023
C02624,M,18-24,Bronze,Central,Indore,29-04-2020
C02625,M,18-24,Platinum,West,Mumbai,08-10-2025
C02626,F,18-24,Bronze,Central,Nagpur,11-02-2024
C02627,M,35-44,Silver,East,Patna,20-12-2020
C02628,M,35-44,Silver,South,Hyderabad,16-12-2021
C02629,F,35-44,Guest,West,Surat,25-06-2024
C02630,M,35-44,Bronze,Central,Bhopal,31-05-2024
C02631,F,45-54,Bronze,East,Kolkata,10-05-2021
C02632,F,35-44,Gold,West,Pune,22-09-2025
C02633,F,55-64,Bronze,South,Kochi,20-12-2024
C02634,M,25-34,Bronze,West,Ahmedabad,06-03-2024
C02635,F,18-24,Gold,West,Ahmedabad,08-09-2025
C02636,M,18-24,Silver,Central,Indore,11-09-2025
C02637,F,25-34,Silver,East,Patna,04-12-2024
C02638,F,18-24,Gold,South,Kochi,13-10-2021
C02639,M,25-34,Silver,East,Bhubaneswar,03-08-2025
C02640,F,18-24,Silver,West,Surat,23-05-2021
C02641,M,55-64,Bronze,West,Mumbai,15-03-2023
C02642,F,25-34,Silver,South,Hyderabad,24-01-2023
C02643,Other,35-44,Bronze,West,Ahmedabad,23-04-2020
C02644,Other,25-34,Gold,West,Pune,30-01-2022
C02645,F,65+,Bronze,North,Delhi,13-10-2020
C02646,M,65+,Bronze,West,Mumbai,04-12-2022
C02647,M,25-34,Bronze,South,Bengaluru,12-07-2025
C02648,F,25-34,Silver,Central,Bhopal,18-01-2023
C02649,F,65+,Silver,South,Chennai,02-12-2020
C02650,F,25-34,Bronze,West,Ahmedabad,22-03-2025
C02651,F,45-54,Silver,South,Bengaluru,02-04-2024
C02652,M,55-64,Gold,Central,Indore,01-03-2023
C02653,M,18-24,Bronze,South,Bengaluru,12-09-2024
C02654,F,25-34,Bronze,North,Lucknow,25-03-2021
C02655,F,25-34,Silver,North,Jaipur,09-01-2022
C02656,M,18-24,Bronze,South,Chennai,20-08-2025
C02657,M,45-54,Bronze,North,Delhi,20-04-2024
C02658,F,18-24,Gold,North,Lucknow,24-10-2022
C02659,M,25-34,Bronze,West,Surat,11-07-2020
C02660,F,55-64,Bronze,South,Chennai,19-09-2022
C02661,M,45-54,Silver,West,Mumbai,04-07-2024
C02662,M,35-44,Silver,Central,Indore,08-04-2025
C02663,M,45-54,Gold,North,Delhi,11-12-2020
C02664,F,45-54,Bronze,South,Chennai,19-11-2020
C02665,M,25-34,Bronze,South,Kochi,25-07-2023
C02666,F,25-34,Bronze,West,Ahmedabad,17-04-2025
C02667,F,55-64,Silver,East,Guwahati,29-05-2023
C02668,F,55-64,Gold,East,Bhubaneswar,07-09-2020
C02669,M,55-64,Silver,North,Delhi,25-10-2022
C02670,F,35-44,Platinum,West,Ahmedabad,04-12-2023
C02671,M,35-44,Bronze,North,Jaipur,08-10-2022
C02672,F,35-44,Silver,West,Ahmedabad,14-01-2023
C02673,Other,45-54,Silver,South,Chennai,22-02-2021
C02674,M,35-44,Bronze,South,Chennai,19-07-2021
C02675,M,45-54,Guest,South,Chennai,21-12-2024
C02676,M,18-24,Gold,West,Surat,15-03-2025
C02677,F,18-24,Gold,East,Guwahati,12-11-2024
C02678,F,45-54,Bronze,North,Lucknow,21-01-2021
C02679,M,18-24,Bronze,Central,Bhopal,15-03-2020
C02680,M,65+,Gold,South,Hyderabad,12-06-2023
C02681,M,25-34,Bronze,South,Hyderabad,08-01-2021
C02682,F,35-44,Gold,East,Kolkata,16-02-2020
C02683,M,35-44,Bronze,Central,Bhopal,09-04-2020
C02684,F,35-44,Platinum,Central,Indore,14-01-2021
C02685,F,18-24,Gold,East,Bhubaneswar,12-09-2020
C02686,F,45-54,Gold,North,Lucknow,02-02-2025
C02687,F,25-34,Gold,South,Bengaluru,29-03-2021
C02688,M,25-34,Gold,West,Ahmedabad,27-01-2022
C02689,M,65+,Gold,Central,Bhopal,29-12-2023
C02690,M,25-34,Gold,South,Chennai,27-03-2023
C02691,F,18-24,Silver,West,Surat,20-06-2023
C02692,F,25-34,Silver,West,Pune,03-05-2021
C02693,F,55-64,Silver,South,Hyderabad,01-04-2021
C02694,M,55-64,Bronze,East,Bhubaneswar,28-10-2022
C02695,F,55-64,Silver,West,Mumbai,31-01-2025
C02696,M,45-54,Bronze,North,Jaipur,29-07-2024
C02697,F,18-24,Platinum,North,Chandigarh,07-09-2025
C02698,M,55-64,Gold,West,Mumbai,01-03-2021
C02699,M,35-44,Silver,East,Patna,21-04-2023
C02700,F,65+,Gold,Central,Bhopal,08-05-2022
C02701,F,35-44,Bronze,Central,Indore,02-02-2023
C02702,M,45-54,Bronze,South,Bengaluru,22-03-2024
C02703,M,65+,Platinum,Central,Indore,28-06-2025
C02704,M,45-54,Gold,Central,Indore,07-11-2020
C02705,M,35-44,Silver,Central,Bhopal,11-08-2021
C02706,F,25-34,Bronze,West,Ahmedabad,22-08-2025
C02707,F,45-54,Silver,East,Patna,23-05-2020
C02708,M,35-44,Guest,South,Bengaluru,12-01-2020
C02709,F,35-44,Bronze,Central,Bhopal,31-07-2020
C02710,M,35-44,Gold,North,Jaipur,08-11-2024
C02711,M,35-44,Gold,West,Mumbai,16-08-2022
C02712,F,25-34,Platinum,Central,Bhopal,09-10-2021
C02713,F,25-34,Guest,East,Patna,09-04-2020
C02714,M,55-64,Bronze,North,Delhi,17-08-2025
C02715,M,45-54,Silver,East,Patna,18-10-2022
C02716,F,35-44,Silver,North,Chandigarh,18-09-2022
C02717,F,45-54,Bronze,North,Chandigarh,12-03-2022
C02718,F,55-64,Bronze,East,Kolkata,10-06-2025
C02719,F,18-24,Bronze,South,Bengaluru,16-01-2022
C02720,M,25-34,Gold,South,Chennai,08-05-2024
C02721,F,18-24,Silver,Central,Bhopal,22-06-2025
C02722,M,45-54,Bronze,North,Jaipur,03-02-2023
C02723,M,18-24,Silver,Central,Bhopal,26-08-2024
C02724,F,35-44,Bronze,West,Mumbai,16-03-2024
C02725,M,55-64,Silver,East,Patna,25-06-2024
C02726,F,35-44,Gold,Central,Nagpur,31-05-2022
C02727,M,35-44,Platinum,North,Chandigarh,16-09-2021
C02728,F,65+,Bronze,Central,Bhopal,27-01-2022
C02729,M,35-44,Bronze,West,Mumbai,27-05-2021
C02730,F,35-44,Silver,East,Guwahati,27-04-2024
C02731,M,55-64,Gold,East,Guwahati,13-03-2023
C02732,M,65+,Bronze,North,Delhi,30-12-2021
C02733,M,25-34,Gold,East,Guwahati,12-08-2024
C02734,F,35-44,Platinum,West,Ahmedabad,02-06-2025
C02735,F,35-44,Silver,North,Delhi,19-08-2022
C02736,Other,35-44,Bronze,Central,Nagpur,05-09-2024
C02737,F,45-54,Bronze,North,Delhi,25-04-2020
C02738,M,25-34,Bronze,North,Lucknow,23-08-2021
C02739,M,45-54,Silver,East,Patna,09-05-2021
C02740,M,25-34,Bronze,East,Guwahati,08-09-2025
C02741,F,55-64,Platinum,West,Mumbai,05-08-2023
C02742,M,18-24,Bronze,East,Kolkata,31-03-2025
C02743,M,45-54,Silver,North,Jaipur,01-02-2023
C02744,F,25-34,Platinum,North,Chandigarh,05-02-2021
C02745,M,55-64,Bronze,West,Surat,22-01-2023
C02746,M,18-24,Silver,West,Pune,25-02-2023
C02747,M,35-44,Silver,Central,Indore,24-04-2022
C02748,F,18-24,Silver,Central,Raipur,03-11-2022
C02749,M,25-34,Silver,South,Bengaluru,18-07-2022
C02750,M,35-44,Bronze,West,Pune,09-09-2024
C02751,F,45-54,Gold,North,Jaipur,06-06-2025
C02752,M,35-44,Bronze,South,Hyderabad,08-04-2021
C02753,F,25-34,Guest,West,Ahmedabad,22-08-2021
C02754,F,45-54,Gold,West,Pune,21-05-2022
C02755,F,25-34,Gold,North,Jaipur,06-05-2025
C02756,M,35-44,Platinum,North,Lucknow,10-04-2024
C02757,F,55-64,Bronze,North,Lucknow,17-09-2022
C02758,M,25-34,Bronze,Central,Nagpur,28-04-2021
C02759,M,35-44,Bronze,Central,Raipur,19-04-2021
C02760,F,35-44,Bronze,East,Guwahati,28-08-2022
C02761,Other,45-54,Silver,North,Delhi,22-10-2024
C02762,F,35-44,Silver,Central,Bhopal,29-12-2024
C02763,F,45-54,Bronze,West,Mumbai,06-09-2025
C02764,M,55-64,Silver,South,Kochi,17-07-2025
C02765,F,45-54,Gold,Central,Bhopal,23-04-2023
C02766,F,35-44,Guest,East,Patna,02-08-2020
C02767,F,55-64,Platinum,West,Ahmedabad,27-05-2020
C02768,F,45-54,Gold,North,Jaipur,08-03-2022
C02769,F,55-64,Bronze,North,Chandigarh,09-04-2022
C02770,M,18-24,Gold,North,Delhi,07-02-2023
C02771,F,35-44,Silver,West,Mumbai,12-08-2025
C02772,F,35-44,Bronze,South,Kochi,26-04-2024
C02773,M,55-64,Bronze,East,Kolkata,29-01-2023
C02774,M,35-44,Gold,West,Surat,14-11-2024
C02775,F,65+,Bronze,East,Kolkata,11-04-2022
C02776,F,18-24,Bronze,Central,Nagpur,25-06-2021
C02777,M,55-64,Silver,South,Bengaluru,13-10-2024
C02778,F,55-64,Silver,East,Guwahati,07-06-2024
C02779,M,45-54,Gold,South,Hyderabad,28-05-2025
C02780,F,25-34,Bronze,South,Hyderabad,07-01-2025
C02781,M,55-64,Gold,West,Pune,17-08-2022
C02782,M,35-44,Bronze,Central,Indore,17-09-2022
C02783,M,35-44,Guest,South,Bengaluru,24-12-2023
C02784,M,45-54,Silver,East,Kolkata,20-10-2020
C02785,M,55-64,Silver,West,Surat,21-05-2020
C02786,F,25-34,Bronze,South,Bengaluru,25-09-2020
C02787,M,65+,Bronze,West,Surat,29-08-2022
C02788,M,25-34,Platinum,West,Pune,05-06-2020
C02789,M,45-54,Gold,West,Surat,01-03-2025
C02790,M,35-44,Bronze,North,Jaipur,10-05-2023
C02791,M,65+,Silver,West,Pune,27-07-2024
C02792,F,25-34,Bronze,East,Patna,17-10-2020
C02793,M,25-34,Bronze,Central,Raipur,21-09-2020
C02794,M,18-24,Bronze,North,Delhi,27-01-2022
C02795,F,25-34,Gold,East,Guwahati,10-04-2025
C02796,M,45-54,Silver,East,Bhubaneswar,18-11-2020
C02797,F,25-34,Bronze,West,Surat,01-09-2022
C02798,F,65+,Bronze,West,Pune,26-04-2023
C02799,M,45-54,Bronze,North,Delhi,26-06-2020
C02800,Other,18-24,Silver,South,Chennai,19-12-2021
C02801,F,35-44,Bronze,East,Patna,09-06-2021
C02802,F,45-54,Bronze,West,Pune,09-06-2020
C02803,F,65+,Silver,South,Chennai,02-01-2022
C02804,M,45-54,Silver,Central,Raipur,12-11-2021
C02805,F,35-44,Bronze,South,Hyderabad,14-03-2023
C02806,M,25-34,Silver,Central,Nagpur,26-11-2022
C02807,M,35-44,Gold,North,Chandigarh,12-11-2024
C02808,F,65+,Bronze,Central,Bhopal,19-09-2022
C02809,M,25-34,Bronze,South,Hyderabad,29-07-2022
C02810,F,18-24,Bronze,South,Kochi,22-08-2022
C02811,M,35-44,Bronze,South,Kochi,01-10-2024
C02812,F,45-54,Gold,East,Bhubaneswar,16-04-2022
C02813,M,55-64,Bronze,North,Lucknow,20-05-2020
C02814,M,55-64,Bronze,South,Hyderabad,30-04-2020
C02815,F,25-34,Gold,East,Kolkata,23-10-2024
C02816,M,25-34,Silver,West,Pune,08-09-2020
C02817,M,25-34,Gold,South,Chennai,07-10-2024
C02818,F,18-24,Guest,East,Patna,13-04-2020
C02819,M,65+,Gold,South,Bengaluru,23-02-2024
C02820,F,18-24,Gold,West,Ahmedabad,23-06-2020
C02821,F,65+,Bronze,South,Hyderabad,22-12-2021
C02822,M,35-44,Platinum,South,Kochi,02-11-2024
C02823,F,35-44,Gold,Central,Indore,13-02-2020
C02824,Other,45-54,Bronze,West,Surat,31-03-2023
C02825,F,35-44,Gold,South,Bengaluru,17-08-2024
C02826,M,35-44,Bronze,North,Chandigarh,25-01-2022
C02827,F,25-34,Bronze,East,Patna,30-11-2023
C02828,F,45-54,Silver,West,Surat,23-04-2020
C02829,M,25-34,Guest,East,Bhubaneswar,24-11-2020
C02830,F,35-44,Bronze,East,Patna,25-08-2025
C02831,M,18-24,Guest,South,Chennai,10-02-2021
C02832,M,35-44,Silver,South,Chennai,10-04-2025
C02833,F,65+,Bronze,North,Lucknow,22-05-2025
C02834,F,25-34,Gold,Central,Indore,02-10-2021
C02835,M,45-54,Platinum,West,Surat,23-06-2024
C02836,M,65+,Bronze,North,Lucknow,21-07-2021
C02837,F,18-24,Guest,East,Kolkata,06-05-2024
C02838,F,18-24,Gold,West,Ahmedabad,21-04-2024
C02839,M,25-34,Bronze,West,Ahmedabad,19-09-2021
C02840,M,55-64,Platinum,Central,Raipur,20-05-2022
C02841,F,45-54,Bronze,Central,Nagpur,06-11-2022
C02842,F,45-54,Bronze,Central,Bhopal,28-11-2020
C02843,M,55-64,Silver,West,Surat,04-12-2020
C02844,M,25-34,Bronze,Central,Bhopal,28-02-2021
C02845,F,25-34,Silver,South,Kochi,08-07-2020
C02846,M,35-44,Gold,South,Hyderabad,11-09-2022
C02847,F,65+,Silver,Central,Raipur,30-05-2025
C02848,M,25-34,Gold,East,Guwahati,22-01-2023
C02849,F,45-54,Bronze,East,Bhubaneswar,22-12-2023
C02850,M,25-34,Bronze,South,Hyderabad,21-09-2020
C02851,F,25-34,Bronze,North,Jaipur,06-01-2020
C02852,M,18-24,Silver,North,Jaipur,11-06-2022
C02853,Other,55-64,Bronze,North,Chandigarh,09-02-2023
C02854,M,18-24,Gold,South,Bengaluru,28-12-2020
C02855,F,45-54,Bronze,South,Bengaluru,19-04-2025
C02856,M,45-54,Silver,Central,Nagpur,08-11-2020
C02857,F,25-34,Bronze,East,Kolkata,03-03-2025
C02858,F,25-34,Gold,Central,Nagpur,07-04-2024
C02859,M,35-44,Silver,Central,Raipur,06-04-2022
C02860,M,55-64,Bronze,North,Jaipur,10-07-2022
C02861,M,55-64,Silver,South,Kochi,14-05-2023
C02862,F,35-44,Silver,West,Mumbai,29-08-2020
C02863,M,65+,Gold,Central,Raipur,09-08-2021
C02864,M,55-64,Gold,West,Mumbai,23-12-2021
C02865,F,45-54,Guest,East,Patna,02-01-2020
C02866,M,25-34,Platinum,North,Delhi,25-08-2022
C02867,Other,25-34,Bronze,Central,Nagpur,11-07-2025
C02868,F,25-34,Bronze,East,Patna,11-02-2022
C02869,M,18-24,Bronze,East,Guwahati,04-03-2022
C02870,M,65+,Bronze,West,Mumbai,23-09-2021
C02871,M,35-44,Silver,South,Hyderabad,09-04-2025
C02872,M,55-64,Bronze,East,Patna,17-07-2020
C02873,F,35-44,Bronze,Central,Bhopal,14-08-2021
C02874,F,35-44,Bronze,South,Chennai,08-12-2020
C02875,M,18-24,Bronze,South,Kochi,07-08-2021
C02876,F,25-34,Gold,North,Lucknow,03-08-2021
C02877,M,45-54,Bronze,Central,Raipur,10-04-2021
C02878,M,45-54,Bronze,Central,Nagpur,15-10-2025
C02879,M,25-34,Silver,South,Bengaluru,02-02-2025
C02880,M,18-24,Platinum,East,Bhubaneswar,28-04-2023
C02881,M,25-34,Gold,South,Chennai,05-08-2024
C02882,M,45-54,Bronze,South,Kochi,07-03-2021
C02883,M,45-54,Platinum,East,Bhubaneswar,19-05-2020
C02884,M,45-54,Bronze,West,Surat,18-01-2024
C02885,F,45-54,Gold,North,Jaipur,03-01-2021
C02886,F,35-44,Silver,West,Mumbai,29-11-2020
C02887,M,18-24,Bronze,North,Jaipur,22-09-2024
C02888,F,25-34,Bronze,Central,Indore,06-02-2021
C02889,F,45-54,Platinum,West,Surat,21-03-2021
C02890,F,35-44,Bronze,South,Kochi,23-10-2020
C02891,F,25-34,Bronze,East,Patna,22-07-2020
C02892,M,45-54,Gold,North,Lucknow,11-12-2024
C02893,F,45-54,Silver,North,Lucknow,17-04-2020
C02894,F,35-44,Gold,East,Kolkata,02-07-2022
C02895,M,25-34,Bronze,East,Guwahati,27-04-2022
C02896,F,35-44,Guest,North,Delhi,02-08-2021
C02897,M,18-24,Silver,Central,Raipur,10-01-2025
C02898,M,35-44,Silver,West,Surat,06-05-2021
C02899,F,65+,Bronze,Central,Bhopal,25-11-2023
C02900,M,45-54,Bronze,South,Kochi,05-10-2022
C02901,M,25-34,Platinum,East,Patna,17-03-2025
C02902,M,25-34,Bronze,Central,Indore,03-02-2025
C02903,Other,45-54,Bronze,Central,Bhopal,26-04-2020
C02904,F,55-64,Bronze,North,Jaipur,08-07-2022
C02905,F,35-44,Bronze,South,Chennai,31-12-2021
C02906,M,25-34,Bronze,East,Kolkata,24-04-2024
C02907,F,65+,Silver,North,Jaipur,23-12-2021
C02908,M,55-64,Silver,East,Kolkata,07-12-2024
C02909,F,45-54,Bronze,North,Jaipur,01-02-2025
C02910,F,45-54,Bronze,North,Delhi,11-07-2020
C02911,M,35-44,Guest,East,Kolkata,11-02-2023
C02912,M,45-54,Guest,West,Ahmedabad,09-12-2021
C02913,F,25-34,Silver,West,Mumbai,15-06-2022
C02914,Other,35-44,Gold,West,Mumbai,02-02-2020
C02915,F,45-54,Bronze,Central,Indore,27-11-2024
C02916,F,45-54,Silver,East,Patna,31-08-2021
C02917,M,45-54,Silver,West,Surat,07-10-2020
C02918,F,35-44,Silver,West,Mumbai,14-06-2024
C02919,M,18-24,Bronze,South,Kochi,01-02-2021
C02920,F,35-44,Bronze,Central,Indore,06-10-2023
C02921,M,45-54,Gold,East,Patna,19-10-2021
C02922,F,35-44,Bronze,West,Ahmedabad,07-11-2023
C02923,F,35-44,Silver,South,Chennai,03-01-2024
C02924,F,35-44,Silver,East,Bhubaneswar,17-10-2022
C02925,M,25-34,Bronze,South,Chennai,30-01-2022
C02926,F,65+,Bronze,North,Delhi,01-04-2021
C02927,Other,45-54,Silver,North,Chandigarh,10-01-2025
C02928,F,65+,Bronze,North,Lucknow,24-04-2025
C02929,F,35-44,Gold,East,Kolkata,11-07-2025
C02930,F,45-54,Bronze,North,Jaipur,30-06-2025
C02931,M,35-44,Gold,North,Lucknow,07-11-2020
C02932,F,35-44,Bronze,East,Bhubaneswar,12-11-2023
C02933,M,35-44,Silver,North,Jaipur,09-03-2023
C02934,M,45-54,Gold,West,Pune,07-01-2024
C02935,M,45-54,Guest,West,Mumbai,24-04-2025
C02936,M,45-54,Platinum,West,Pune,21-05-2024
C02937,M,18-24,Silver,West,Surat,06-05-2025
C02938,F,45-54,Gold,East,Guwahati,18-04-2021
C02939,F,25-34,Gold,West,Surat,29-08-2025
C02940,F,45-54,Bronze,South,Bengaluru,04-10-2025
C02941,F,45-54,Silver,South,Kochi,07-10-2023
C02942,F,35-44,Silver,East,Guwahati,11-12-2020
C02943,F,18-24,Bronze,South,Hyderabad,21-12-2024
C02944,M,55-64,Bronze,South,Kochi,26-07-2025
C02945,M,18-24,Bronze,North,Delhi,23-08-2021
C02946,M,35-44,Silver,South,Chennai,07-03-2021
C02947,M,25-34,Platinum,North,Delhi,27-09-2024
C02948,F,45-54,Bronze,East,Kolkata,19-08-2025
C02949,Other,25-34,Gold,Central,Raipur,04-08-2025
C02950,F,65+,Silver,West,Surat,25-02-2022
C02951,F,25-34,Silver,South,Bengaluru,17-02-2025
C02952,F,55-64,Silver,West,Ahmedabad,11-06-2024
C02953,M,45-54,Bronze,North,Delhi,10-11-2021
C02954,M,18-24,Guest,East,Kolkata,04-10-2021
C02955,F,18-24,Bronze,South,Chennai,29-06-2021
C02956,M,18-24,Bronze,West,Mumbai,29-03-2020
C02957,F,55-64,Bronze,South,Bengaluru,17-03-2022
C02958,M,45-54,Gold,East,Kolkata,23-11-2021
C02959,M,55-64,Bronze,South,Kochi,03-12-2021
C02960,F,35-44,Silver,East,Patna,14-12-2023
C02961,F,55-64,Gold,North,Delhi,27-01-2021
C02962,F,45-54,Bronze,North,Delhi,02-01-2021
C02963,M,25-34,Gold,South,Chennai,12-02-2024
C02964,F,18-24,Bronze,South,Chennai,26-11-2020
C02965,Other,18-24,Gold,South,Chennai,08-10-2023
C02966,F,45-54,Guest,South,Hyderabad,10-07-2023
C02967,M,25-34,Gold,West,Ahmedabad,29-12-2023
C02968,F,18-24,Silver,North,Delhi,09-12-2024
C02969,F,25-34,Gold,North,Lucknow,11-03-2023
C02970,M,45-54,Silver,West,Surat,08-11-2024
C02971,M,55-64,Bronze,North,Jaipur,25-11-2021
C02972,F,55-64,Bronze,Central,Raipur,21-06-2021
C02973,F,45-54,Silver,South,Chennai,13-11-2020
C02974,F,35-44,Silver,South,Kochi,24-11-2023
C02975,F,65+,Bronze,Central,Raipur,07-10-2024
C02976,M,65+,Bronze,North,Jaipur,04-02-2023
C02977,M,25-34,Bronze,Central,Raipur,07-09-2023
C02978,F,25-34,Silver,South,Bengaluru,08-06-2025
C02979,F,55-64,Silver,South,Bengaluru,19-07-2022
C02980,Other,18-24,Gold,East,Bhubaneswar,12-04-2024
C02981,F,55-64,Gold,West,Pune,22-08-2024
C02982,M,25-34,Bronze,Central,Indore,08-01-2021
C02983,F,35-44,Platinum,West,Pune,12-01-2023
C02984,F,18-24,Silver,North,Lucknow,30-08-2020
C02985,M,25-34,Bronze,South,Chennai,06-02-2021
C02986,F,25-34,Silver,North,Chandigarh,10-09-2022
C02987,M,35-44,Guest,South,Chennai,19-12-2023
C02988,F,18-24,Gold,North,Jaipur,25-04-2020
C02989,F,55-64,Gold,Central,Indore,25-10-2025
C02990,M,55-64,Gold,East,Kolkata,15-03-2022
C02991,M,25-34,Silver,Central,Indore,27-06-2020
C02992,F,55-64,Gold,South,Bengaluru,17-07-2025
C02993,M,65+,Bronze,East,Bhubaneswar,06-04-2021
C02994,M,25-34,Bronze,East,Bhubaneswar,18-07-2020
C02995,M,45-54,Bronze,South,Kochi,02-07-2025
C02996,M,25-34,Gold,South,Hyderabad,12-04-2025
C02997,M,45-54,Silver,West,Surat,11-09-2023
C02998,F,18-24,Guest,Central,Raipur,07-09-2023
C02999,F,45-54,Bronze,Central,Raipur,26-05-2024
C03000,F,25-34,Bronze,East,Guwahati,02-06-2022
C03001,F,25-34,Bronze,West,Pune,08-03-2025
C03002,F,65+,Bronze,East,Bhubaneswar,06-08-2020
C03003,F,55-64,Gold,East,Kolkata,23-04-2024
C03004,F,55-64,Bronze,East,Bhubaneswar,07-09-2021
C03005,F,18-24,Bronze,Central,Nagpur,22-07-2020
C03006,F,35-44,Guest,Central,Nagpur,24-07-2021
C03007,F,45-54,Gold,Central,Nagpur,24-06-2023
C03008,M,35-44,Silver,North,Lucknow,12-09-2023
C03009,M,45-54,Silver,North,Lucknow,03-01-2023
C03010,F,55-64,Gold,North,Chandigarh,03-11-2024
C03011,F,25-34,Bronze,East,Patna,22-10-2022
C03012,M,45-54,Bronze,Central,Nagpur,22-08-2025
C03013,F,18-24,Bronze,South,Kochi,18-01-2023
C03014,M,45-54,Bronze,Central,Raipur,20-09-2021
C03015,M,65+,Bronze,East,Kolkata,23-11-2020
C03016,F,25-34,Bronze,South,Chennai,06-12-2021
C03017,M,45-54,Bronze,North,Chandigarh,26-06-2024
C03018,M,35-44,Silver,East,Bhubaneswar,03-06-2022
C03019,M,18-24,Bronze,South,Kochi,12-06-2025
C03020,F,25-34,Silver,North,Lucknow,27-07-2021
C03021,F,25-34,Silver,Central,Indore,09-02-2023
C03022,M,35-44,Gold,East,Bhubaneswar,10-10-2021
C03023,Other,45-54,Guest,North,Lucknow,23-11-2020
C03024,M,25-34,Silver,North,Lucknow,13-05-2021
C03025,F,25-34,Bronze,East,Patna,13-04-2024
C03026,M,55-64,Silver,North,Lucknow,20-06-2021
C03027,M,65+,Gold,North,Lucknow,16-06-2023
C03028,M,45-54,Silver,East,Bhubaneswar,28-01-2025
C03029,Other,25-34,Platinum,Central,Indore,06-03-2021
C03030,M,35-44,Silver,North,Jaipur,13-04-2024
C03031,F,35-44,Bronze,West,Mumbai,19-09-2024
C03032,F,25-34,Bronze,East,Bhubaneswar,01-12-2024
C03033,Other,45-54,Bronze,East,Bhubaneswar,12-02-2024
C03034,Other,35-44,Silver,South,Bengaluru,12-07-2023
C03035,M,25-34,Bronze,South,Hyderabad,11-10-2023
C03036,F,25-34,Bronze,South,Hyderabad,07-11-2024
C03037,F,45-54,Gold,South,Hyderabad,03-11-2023
C03038,M,45-54,Gold,North,Chandigarh,12-12-2021
C03039,F,45-54,Platinum,South,Bengaluru,23-04-2020
C03040,M,45-54,Bronze,West,Surat,23-08-2021
C03041,M,55-64,Gold,East,Bhubaneswar,25-05-2021
C03042,M,18-24,Bronze,East,Kolkata,01-07-2022
C03043,M,35-44,Silver,East,Kolkata,15-09-2024
C03044,F,45-54,Silver,East,Patna,05-12-2022
C03045,M,18-24,Bronze,North,Chandigarh,05-10-2024
C03046,F,25-34,Platinum,East,Patna,14-02-2021
C03047,M,35-44,Gold,North,Lucknow,15-03-2020
C03048,F,55-64,Gold,South,Hyderabad,20-09-2023
C03049,M,25-34,Silver,North,Lucknow,25-09-2020
C03050,M,18-24,Bronze,West,Surat,08-04-2022
C03051,F,35-44,Platinum,South,Bengaluru,21-05-2024
